month,position,artist,song,score,us,uk,de,fr,ca,au
Feb-17,22,Big Sean,Bounce Back,872.691,6,67,-,-,18,-
Feb-17,23,Twenty One Pilots,Heathens,853.145,18,62,-,17,18,-
Feb-17,24,Shawn Mendes,Mercy,828.811,19,39,-,184,22,-
Feb-17,25,Hailee Steinfeld & Grey,Starving,825.896,20,33,-,-,20,37
Feb-17,26,John Legend,Love Me Now,780.565,30,27,-,63,18,44
Feb-17,27,Sia,Cheap Thrills,769.892,27,54,-,53,26,-
Feb-17,28,Amine,Caroline,766.444,14,-,-,-,33,-
Feb-17,29,Adele,Water Under The Bridge,765.826,26,46,-,-,39,35
Feb-17,30,Jon Bellion,All Time Low,737.754,19,-,-,-,17,16
Feb-17,31,Sia & Kendrick Lamar,The Greatest,734.994,35,45,-,37,14,41
Feb-17,32,Shawn Mendes,Treat You Better,727.308,26,60,-,180,22,-
Feb-17,33,Kaleo,Way Down We Go,720.723,54,-,6,11,60,-
Feb-17,34,The Chainsmokers & Daya,Don't Let Me Down,668.669,32,57,-,161,30,-
Feb-17,35,Niall Horan,This Town,657.009,24,-,-,-,27,-
Feb-17,36,DRAM & Lil Yachty,Broccoli,644.893,20,-,-,-,38,-
Feb-17,37,Zay Hilfiger & Zayion McCall,Juju On Dat Beat (TZ Anthem),636.163,17,-,-,-,35,-
Feb-17,38,Shakira & Maluma,Chantaje,610.999,52,-,-,17,55,-
Feb-17,39,Train,Play That Song,607.765,41,21,-,-,69,11
Feb-17,40,Kyle & Lil Yachty,I Spy,606.392,27,-,-,-,35,-
Feb-17,41,Alessia Cara,How Far I'll Go,573.436,56,49,-,-,46,15
Feb-17,42,Migos,T-Shirt,572.089,19,82,-,175,16,-
Feb-17,43,Little Big Town,Better Man,547.774,34,-,-,-,56,-
Feb-17,44,Rag'n'Bone Man,Human,542.554,-,2,-,2,63,17
Feb-17,45,"Chris Brown, Usher & Gucci Mane",Party,537.469,40,79,-,-,62,-
Feb-17,46,Bebe Rexha,I Got You,517.781,53,91,-,-,38,-
Feb-17,47,The Weeknd,Party Monster,502.897,36,89,-,-,33,-
Feb-17,48,J Cole,Deja Vu,498.087,46,92,-,-,54,-
Feb-17,49,Luis Fonsi & Daddy Yankee,Despacito,488.678,61,-,-,64,82,-
Feb-17,50,Gucci Mane & Drake,Both,488.265,44,-,-,-,43,-
Mar-17,1,Ed Sheeran,Shape Of You,2910.131,1,1,1,1,1,1
Mar-17,2,Zayn & Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),2035.485,2,7,2,6,2,3
Mar-17,3,Katy Perry & Skip Marley,Chained To The Rhythm,1728.011,4,5,6,7,3,4
Mar-17,4,The Chainsmokers,Paris,1707.567,6,8,4,61,3,5
Mar-17,5,Migos & Lil Uzi Vert,Bad And Boujee,1583.654,2,38,-,110,7,39
Mar-17,6,Kygo & Selena Gomez,It Ain't Me,1475.069,12,7,2,10,2,4
Mar-17,7,The Chainsmokers & Coldplay,Something Just Like This,1419.369,5,2,4,11,4,2
Mar-17,8,The Weeknd & Daft Punk,I Feel It Coming,1380.603,9,19,-,2,11,11
Mar-17,9,Bruno Mars,That's What I Like,1376.224,3,25,-,87,17,8
Mar-17,10,Ed Sheeran,Castle On The Hill,1360.487,39,3,3,13,8,2
Mar-17,11,The Chainsmokers & Halsey,Closer,1288.01,5,34,-,134,4,31
Mar-17,12,"Clean Bandit, Sean Paul & Anne-Marie",Rockabye,1288.001,9,15,8,7,5,9
Mar-17,13,Rihanna,Love On The Brain,1179.53,5,-,-,16,22,-
Mar-17,14,The Weeknd & Daft Punk,Starboy,1080.813,12,28,-,34,6,20
Mar-17,15,Bruno Mars,24K Magic,1074.153,13,51,-,41,13,32
Mar-17,16,Big Sean,Bounce Back,1033.298,6,92,-,-,17,-
Mar-17,17,Justin Timberlake,Can't Stop The Feeling,1013.317,13,52,-,26,23,44
Mar-17,18,Machine Gun Kelly & Camila Cabello,Bad Things,1013.29,5,-,-,157,11,24
Mar-17,19,Drake,Fake Love,1005.384,11,43,-,99,21,48
Mar-17,20,James Arthur,Say You Won't Let Go,975.527,23,22,-,45,9,26
Mar-17,21,Maroon 5 & Kendrick Lamar,I Don't Wanna Know,952.91,9,42,-,47,10,37
Mar-17,22,Julia Michaels,Issues,892.101,27,28,-,187,26,5
Mar-17,23,Alessia Cara,Scars To Your Beautiful,886.362,8,-,-,-,20,22
Mar-17,24,Maroon 5 & Future,Cold,878.421,20,24,-,37,12,27
Mar-17,25,Shawn Mendes,Mercy,871.193,15,77,-,-,26,-
Mar-17,26,Kyle & Lil Yachty,I Spy,866.237,14,87,-,-,21,-
Mar-17,27,DJ Snake & Justin Bieber,Let Me Love You,833.668,20,69,-,28,15,-
Mar-17,28,Rae Sremmurd & Gucci Mane,Black Beatles,805.436,14,78,-,90,22,-
Mar-17,29,Starley,Call On Me,796.371,70,12,10,12,38,13
Mar-17,30,Marian Hill,Down,791.448,21,-,-,24,52,-
Mar-17,31,Lady GaGa,Million Reasons,783.304,4,-,-,112,16,47
Mar-17,32,Sam Hunt,Body Like A Back Road,773.847,17,-,-,-,25,-
Mar-17,33,Jon Bellion,All Time Low,750.569,24,86,-,-,16,9
Mar-17,34,Luis Fonsi & Daddy Yankee,Despacito,739.645,52,-,10,6,82,-
Mar-17,35,Adele,Water Under The Bridge,732.576,30,49,-,-,49,23
Mar-17,36,Imagine Dragons,Believer,702.487,41,45,-,110,30,43
Mar-17,37,Ariana Grande & Nicki Minaj,Side To Side,700.627,18,70,-,153,14,-
Mar-17,38,Twenty One Pilots,Heathens,677.761,29,89,-,40,31,-
Mar-17,39,Migos,T-Shirt,677.128,26,-,-,-,19,-
Mar-17,40,Amine,Caroline,664.553,17,-,-,-,43,-
Mar-17,41,Kodak Black,Tunnel Vision,648.969,6,-,-,-,17,-
Mar-17,42,Ed Sheeran,Galway Girl,638.273,53,2,5,87,16,7
Mar-17,43,Post Malone & Quavo,Congratulations,631.984,33,-,-,-,45,-
Mar-17,44,Train,Play That Song,628.965,59,27,-,-,76,21
Mar-17,45,Little Big Town,Better Man,575.694,35,-,-,-,56,-
Mar-17,46,Jon Pardi,Dirt On My Boots,573.667,39,-,-,-,58,-
Mar-17,47,Rae Sremmurd,Swang,563.885,35,-,-,-,41,-
Mar-17,48,Jax Jones & RAYE,You Don't Know Me,551.078,-,6,4,11,-,15
Mar-17,49,"Calvin Harris, Frank Ocean & Migos",Slide,550.536,34,10,-,15,16,12
Mar-17,50,Future,Mask Off,538.46,32,52,-,29,28,-
Apr-17,1,Ed Sheeran,Shape Of You,2791.072,1,1,1,1,1,1
Apr-17,2,The Chainsmokers & Coldplay,Something Just Like This,1981.041,3,5,4,13,3,2
Apr-17,3,Bruno Mars,That's What I Like,1727.296,2,12,-,51,3,5
Apr-17,4,Kygo & Selena Gomez,It Ain't Me,1644.468,11,7,3,9,2,5
Apr-17,5,The Weeknd & Daft Punk,I Feel It Coming,1471.529,4,47,-,2,10,22
Apr-17,6,Katy Perry & Skip Marley,Chained To The Rhythm,1391,13,11,8,5,7,13
Apr-17,7,Zayn & Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),1341.418,3,53,-,19,6,16
Apr-17,8,The Chainsmokers,Paris,1282.183,9,22,-,96,5,15
Apr-17,9,"Clean Bandit, Sean Paul & Anne-Marie",Rockabye,1274.343,10,44,-,15,4,31
Apr-17,10,Drake,Passionfruit,1193.26,8,3,-,13,2,4
Apr-17,11,Migos & Lil Uzi Vert,Bad And Boujee,1175.915,3,88,-,126,17,-
Apr-17,12,Kyle & Lil Yachty,I Spy,1157.839,4,42,-,-,14,-
Apr-17,13,Luis Fonsi & Daddy Yankee,Despacito,1156.642,44,22,1,1,56,-
Apr-17,14,Zedd & Alessia Cara,Stay,1125.196,14,8,-,117,9,3
Apr-17,15,Future,Mask Off,1117.627,7,24,-,16,9,20
Apr-17,16,Julia Michaels,Issues,1043.442,12,10,-,105,21,9
Apr-17,17,Kodak Black,Tunnel Vision,1033.897,6,-,-,-,21,-
Apr-17,18,Ed Sheeran,Galway Girl,997.917,63,2,6,115,18,2
Apr-17,19,Maroon 5 & Future,Cold,983.287,16,39,-,65,17,28
Apr-17,20,Rihanna,Love On The Brain,970.406,7,-,-,18,26,-
Apr-17,21,James Arthur,Say You Won't Let Go,964.223,16,64,-,82,11,33
Apr-17,22,The Chainsmokers & Halsey,Closer,950.117,13,60,-,191,11,41
Apr-17,23,Sam Hunt,Body Like A Back Road,906.952,6,-,-,-,18,-
Apr-17,24,"Jason Derulo, Nicki Minaj & Ty Dolla Sign",Swalla,901.459,42,6,4,55,24,25
Apr-17,25,Ed Sheeran,Castle On The Hill,893.388,52,3,-,15,9,2
Apr-17,26,"Calvin Harris, Frank Ocean & Migos",Slide,879.658,36,12,-,37,23,11
Apr-17,27,Justin Timberlake,Can't Stop The Feeling,843.727,28,68,-,49,31,47
Apr-17,28,Bruno Mars,24K Magic,836.962,22,75,-,53,28,-
Apr-17,29,Drake,Fake Love,833.656,15,43,-,149,24,47
Apr-17,30,The Weeknd & Daft Punk,Starboy,826.99,30,61,-,48,13,39
Apr-17,31,Big Sean,Bounce Back,815.613,11,-,-,-,36,-
Apr-17,32,Jax Jones & RAYE,You Don't Know Me,768.224,-,14,3,6,73,12
Apr-17,33,Lorde,Green Light,751.646,39,20,-,175,15,4
Apr-17,34,Marian Hill,Down,737.301,23,-,-,14,42,-
Apr-17,35,Imagine Dragons,Believer,729.471,42,73,-,73,24,42
Apr-17,36,"Drake, Quavo & Travi$ Scott",Portland,718.308,9,27,-,-,6,-
Apr-17,37,Migos,T-Shirt,691.904,25,-,-,-,40,-
Apr-17,38,Shawn Mendes,Mercy,675.657,20,-,-,-,40,-
Apr-17,39,Khalid,Location,674.174,20,-,-,-,48,-
Apr-17,40,Post Malone & Quavo,Congratulations,671.821,19,-,-,-,29,-
Apr-17,41,Kendrick Lamar,Humble,666.925,2,6,-,21,2,2
Apr-17,42,Starley,Call On Me,661.691,65,28,-,25,39,23
Apr-17,43,Alessia Cara,Scars To Your Beautiful,632.806,25,-,-,-,42,-
Apr-17,44,Rae Sremmurd,Swang,617.854,29,-,-,-,44,-
Apr-17,45,Martin Garrix & Dua Lipa,Scared To Be Lonely,595.521,80,18,-,47,45,14
Apr-17,46,Maroon 5 & Kendrick Lamar,I Don't Wanna Know,594.176,36,-,-,54,44,-
Apr-17,47,Ayo & Teo,Rolex,593.295,32,-,-,-,33,-
Apr-17,48,Drake,Blem,576.203,38,10,-,-,8,-
Apr-17,49,Jon Pardi,Dirt On My Boots,564.006,37,-,-,-,87,-
Apr-17,50,Clean Bandit & Zara Larsson,Symphony,555.267,-,1,9,66,36,6
May-17,1,Ed Sheeran,Shape Of You,2444.203,1,2,2,2,1,1
May-17,2,Luis Fonsi & Daddy Yankee,Despacito,2346.339,1,1,1,1,1,1
May-17,3,The Chainsmokers & Coldplay,Something Just Like This,1901.145,5,9,5,8,3,4
May-17,4,Bruno Mars,That's What I Like,1810.213,1,12,-,51,4,8
May-17,5,Kendrick Lamar,Humble,1713.533,1,10,-,33,2,2
May-17,6,Kygo & Selena Gomez,It Ain't Me,1601.777,10,14,8,5,4,10
May-17,7,Future,Mask Off,1467.357,5,22,-,18,8,19
May-17,8,"Jason Derulo, Nicki Minaj & Ty Dolla Sign",Swalla,1339.169,41,6,4,12,20,17
May-17,9,Harry Styles,Sign Of The Times,1331.689,4,4,-,9,6,4
May-17,10,"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",I'm The One,1313.491,1,1,4,11,1,1
May-17,11,Zedd & Alessia Cara,Stay,1299.038,7,11,-,117,9,7
May-17,12,Julia Michaels,Issues,1228.329,12,13,-,54,17,13
May-17,13,Kyle & Lil Yachty,I Spy,1217.784,6,33,-,-,14,-
May-17,14,Drake,Passionfruit,1169.041,18,5,-,27,11,11
May-17,15,Lil Uzi Vert,XO TOUR Llif3,1151.464,8,50,-,-,11,-
May-17,16,"Clean Bandit, Sean Paul & Anne-Marie",Rockabye,1112.723,13,57,-,25,7,41
May-17,17,Kendrick Lamar,Dna.,1088.463,4,33,-,44,3,16
May-17,18,James Arthur,Say You Won't Let Go,1060.638,13,70,-,136,12,45
May-17,19,The Weeknd & Daft Punk,I Feel It Coming,1034.21,17,64,-,3,18,40
May-17,20,The Chainsmokers,Paris,992.465,10,40,-,199,7,22
May-17,21,"Calvin Harris, Frank Ocean & Migos",Slide,955.721,28,21,-,33,20,14
May-17,22,Post Malone & Quavo,Congratulations,935.056,12,59,-,-,25,37
May-17,23,Maroon 5 & Future,Cold,929.123,21,49,-,41,22,39
May-17,24,Sam Hunt,Body Like A Back Road,927.061,9,-,-,-,20,-
May-17,25,Katy Perry & Skip Marley,Chained To The Rhythm,880.888,27,36,-,6,13,33
May-17,26,French Montana & Swae Lee,Unforgettable,850.667,29,6,-,78,8,-
May-17,27,Shawn Mendes,There's Nothing Holdin' Me Back,843.755,40,4,7,126,17,6
May-17,28,The Chainsmokers & Halsey,Closer,841.549,23,73,-,-,16,48
May-17,29,Ed Sheeran,Castle On The Hill,837.775,38,18,-,32,26,12
May-17,30,Imagine Dragons,Believer,825.592,20,72,-,31,25,-
May-17,31,Khalid,Location,807.109,16,-,-,-,48,-
May-17,32,Zayn & Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker),799.268,26,80,-,26,17,38
May-17,33,Kodak Black,Tunnel Vision,785.426,15,-,-,-,31,-
May-17,34,Ed Sheeran,Galway Girl,779.187,94,3,7,42,19,2
May-17,35,Migos & Lil Uzi Vert,Bad And Boujee,747.06,18,-,-,158,43,-
May-17,36,Bruno Mars,24K Magic,721.49,30,75,-,55,41,-
May-17,37,Lady GaGa,The Cure,718.746,39,19,-,47,33,10
May-17,38,Migos,T-Shirt,708.938,24,-,-,-,40,-
May-17,39,Rihanna,Love On The Brain,699.037,24,-,-,35,45,-
May-17,40,Rae Sremmurd,Swang,685.987,26,-,-,-,41,-
May-17,41,Justin Timberlake,Can't Stop The Feeling,685.021,33,71,-,64,35,-
May-17,42,Clean Bandit & Zara Larsson,Symphony,664.649,-,1,10,31,36,4
May-17,43,Kendrick Lamar & Rihanna,Loyalty.,654.556,14,48,-,170,12,20
May-17,44,Martin Garrix & Dua Lipa,Scared To Be Lonely,650.216,76,30,-,72,46,19
May-17,45,Charlie Puth,Attention,639.728,53,9,-,7,29,30
May-17,46,Halsey,Now Or Never,638.156,32,90,-,-,42,23
May-17,47,Kendrick Lamar & Zacari,Love.,634.892,18,63,-,-,22,29
May-17,48,Ayo & Teo,Rolex,629.443,30,-,-,-,38,-
May-17,49,Brett Young,In Case You Didn't Know,628.479,24,-,-,-,59,-
May-17,50,Big Sean,Bounce Back,618.512,25,-,-,-,-,-
Jun-17,1,Luis Fonsi & Daddy Yankee,Despacito,2815.603,1,1,1,1,1,1
Jun-17,2,Ed Sheeran,Shape Of You,2040.89,4,7,3,2,2,5
Jun-17,3,"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",I'm The One,1979.503,3,2,4,14,3,2
Jun-17,4,Bruno Mars,That's What I Like,1673.551,2,21,-,42,4,15
Jun-17,5,The Chainsmokers & Coldplay,Something Just Like This,1500.222,6,16,10,7,4,10
Jun-17,6,Kendrick Lamar,Humble,1437.776,4,28,-,75,6,7
Jun-17,7,Future,Mask Off,1397.439,6,22,-,18,5,13
Jun-17,8,Shawn Mendes,There's Nothing Holdin' Me Back,1393.541,18,4,5,58,12,4
Jun-17,9,Kygo & Selena Gomez,It Ain't Me,1280.038,10,25,-,5,7,13
Jun-17,10,Zedd & Alessia Cara,Stay,1263.633,7,27,-,134,10,11
Jun-17,11,French Montana & Swae Lee,Unforgettable,1262.166,17,3,8,30,6,45
Jun-17,12,"Jason Derulo, Nicki Minaj & Ty Dolla Sign",Swalla,1237.664,29,8,6,5,15,20
Jun-17,13,Julia Michaels,Issues,1206.355,11,31,-,27,17,18
Jun-17,14,Lil Uzi Vert,XO TOUR Llif3,1175.716,7,39,-,-,10,37
Jun-17,15,Miley Cyrus,Malibu,1142.957,10,15,-,66,4,3
Jun-17,16,Harry Styles,Sign Of The Times,1139.782,17,10,-,9,11,4
Jun-17,17,Charlie Puth,Attention,1098.424,31,9,10,5,18,12
Jun-17,18,Post Malone & Quavo,Congratulations,1059.929,10,51,-,-,17,32
Jun-17,19,Imagine Dragons,Believer,1048.765,13,76,-,19,14,-
Jun-17,20,James Arthur,Say You Won't Let Go,1018.864,11,73,-,185,14,48
Jun-17,21,Kyle & Lil Yachty,I Spy,977.283,10,39,-,-,22,39
Jun-17,22,Drake,Passionfruit,943.605,19,29,-,46,16,22
Jun-17,23,"Calvin Harris, Frank Ocean & Migos",Slide,939.559,25,35,-,19,21,21
Jun-17,24,Ed Sheeran,Castle On The Hill,911.766,23,25,-,37,28,18
Jun-17,25,Niall Horan,Slow Hands,855.262,28,7,-,-,22,3
Jun-17,26,Sam Hunt,Body Like A Back Road,850.895,14,-,-,-,23,-
Jun-17,27,Kendrick Lamar,Dna.,819.58,16,65,-,-,15,34
Jun-17,28,Childish Gambino,Redbone,819.266,16,56,-,-,41,36
Jun-17,29,Imagine Dragons,Thunder,814.701,81,36,3,183,45,20
Jun-17,30,"Clean Bandit, Sean Paul & Anne-Marie",Rockabye,791.781,22,60,-,46,13,-
Jun-17,31,Halsey,Now Or Never,769.1,21,89,-,-,32,16
Jun-17,32,Brett Young,In Case You Didn't Know,750.908,19,-,-,-,50,-
Jun-17,33,Khalid,Location,745.784,17,-,-,-,48,-
Jun-17,34,Liam Payne & Quavo,Strip That Down,727.392,42,3,-,32,24,3
Jun-17,35,The Chainsmokers & Halsey,Closer,715.999,25,86,-,-,23,-
Jun-17,36,Selena Gomez,Bad Liar,715.762,27,33,-,36,15,13
Jun-17,37,Lady GaGa,The Cure,692.706,46,20,-,-,33,14
Jun-17,38,Ayo & Teo,Rolex,686.484,20,-,-,-,43,-
Jun-17,39,Migos & Lil Uzi Vert,Bad And Boujee,659.434,21,-,-,-,-,-
Jun-17,40,Bruno Mars,24K Magic,634.845,35,90,-,55,-,-
Jun-17,41,Kodak Black,Tunnel Vision,630.651,23,-,-,-,46,-
Jun-17,42,Katy Perry & Migos,Bon appetit,624.302,59,37,-,9,14,35
Jun-17,43,Maroon 5 & Future,Cold,610.534,33,-,-,53,30,-
Jun-17,44,Migos,T-Shirt,603.745,26,-,-,-,42,-
Jun-17,45,Rae Sremmurd,Swang,602.215,27,-,-,-,41,-
Jun-17,46,Cheat Codes & Demi Lovato,No Promises,599.041,74,18,-,-,53,17
Jun-17,47,Luke Combs,Hurricane,590.815,31,-,-,-,62,-
Jun-17,48,Travi$ Scott,Goosebumps,580.45,33,-,-,-,-,-
Jun-17,49,Rag'n'Bone Man,Human,568.752,74,41,-,14,61,-
Jun-17,50,Martin Garrix & Dua Lipa,Scared To Be Lonely,555.071,76,47,-,118,49,24
Jul-17,1,Luis Fonsi & Daddy Yankee,Despacito,2901.783,1,1,1,1,1,1
Jul-17,2,"DJ Khaled, Rihanna & Bryson Tiller",Wild Thoughts,1957.196,2,1,4,3,2,2
Jul-17,3,"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",I'm The One,1844.6,2,7,-,24,3,4
Jul-17,4,Ed Sheeran,Shape Of You,1777.526,4,11,9,2,2,8
Jul-17,5,French Montana & Swae Lee,Unforgettable,1649.288,9,3,7,18,5,14
Jul-17,6,Bruno Mars,That's What I Like,1511.068,3,34,-,87,7,28
Jul-17,7,David Guetta & Justin Bieber,2U,1460.561,16,8,5,20,4,2
Jul-17,8,Charlie Puth,Attention,1437.653,13,12,9,4,12,10
Jul-17,9,The Chainsmokers & Coldplay,Something Just Like This,1401.987,7,26,-,6,6,14
Jul-17,10,Shawn Mendes,There's Nothing Holdin' Me Back,1375.486,8,13,7,17,6,6
Jul-17,11,Kendrick Lamar,Humble,1339.573,5,38,-,103,9,10
Jul-17,12,Imagine Dragons,Believer,1303.736,6,42,-,7,7,-
Jul-17,13,Future,Mask Off,1257.619,6,28,-,44,10,26
Jul-17,14,Post Malone & Quavo,Congratulations,1213.79,8,34,-,-,14,31
Jul-17,15,Zedd & Alessia Cara,Stay,1187.957,8,37,-,73,13,22
Jul-17,16,Imagine Dragons,Thunder,1117.111,54,20,2,71,34,4
Jul-17,17,Lil Uzi Vert,XO TOUR Llif3,1098.673,10,29,-,-,15,38
Jul-17,18,Kygo & Selena Gomez,It Ain't Me,1097.597,17,39,-,20,8,29
Jul-17,19,Julia Michaels,Issues,1096.92,13,63,-,11,25,31
Jul-17,20,Liam Payne & Quavo,Strip That Down,1070.358,28,4,10,193,18,2
Jul-17,21,Miley Cyrus,Malibu,1065.931,22,14,-,85,11,7
Jul-17,22,Niall Horan,Slow Hands,1044.179,19,14,-,-,10,2
Jul-17,23,Selena Gomez,Bad Liar,1012.69,20,21,-,107,11,13
Jul-17,24,"Jason Derulo, Nicki Minaj & Ty Dolla Sign",Swalla,1001.754,30,17,-,11,19,30
Jul-17,25,Childish Gambino,Redbone,998.211,14,51,-,-,30,28
Jul-17,26,Sam Hunt,Body Like A Back Road,994.209,8,-,-,-,23,17
Jul-17,27,Ed Sheeran,Castle On The Hill,982.96,21,30,-,76,28,25
Jul-17,28,"Calvin Harris, Pharrell Williams, Katy Perry & Big Sean",Feels,973.888,26,4,-,2,9,5
Jul-17,29,James Arthur,Say You Won't Let Go,866.003,12,87,-,-,24,-
Jul-17,30,Halsey,Now Or Never,853.089,17,80,-,-,34,21
Jul-17,31,"Calvin Harris, Frank Ocean & Migos",Slide,833.948,32,21,-,35,24,35
Jul-17,32,Kyle & Lil Yachty,I Spy,770.782,22,62,-,-,34,43
Jul-17,33,Camila Cabello,Crying In The Club,753.595,50,12,-,-,31,40
Jul-17,34,Jonas Blue & William Singe,Mama,743.641,-,4,5,36,45,7
Jul-17,35,Harry Styles,Sign Of The Times,742.449,29,43,-,12,21,15
Jul-17,36,Khalid,Location,723.955,24,-,-,-,48,41
Jul-17,37,Drake,Passionfruit,686.246,45,42,-,86,26,39
Jul-17,38,Ayo & Teo,Rolex,673.575,26,-,-,-,45,-
Jul-17,39,Playboi Carti,Magnolia,666.563,29,-,-,-,54,-
Jul-17,40,The Chainsmokers & Halsey,Closer,658.368,33,91,-,-,34,-
Jul-17,41,Migos & Gucci Mane,Slippery,647.225,29,-,-,-,46,-
Jul-17,42,Brett Young,In Case You Didn't Know,640.859,31,-,-,-,51,-
Jul-17,43,Bruno Mars,24K Magic,608.087,39,-,-,77,-,-
Jul-17,44,Kendrick Lamar,Dna.,606.752,32,-,-,-,39,50
Jul-17,45,Cheat Codes & Demi Lovato,No Promises,600.374,77,27,-,-,59,18
Jul-17,46,YFN Lucci & PnB Rock,Everyday We Lit,594.793,35,-,-,-,-,-
Jul-17,47,Migos & Lil Uzi Vert,Bad And Boujee,590.199,35,-,-,-,-,-
Jul-17,48,Drake,Signs,588.203,36,14,-,31,12,32
Jul-17,49,A Boogie Wit da Hoodie & Kodak Black,Drowning,584.387,39,-,-,-,55,-
Jul-17,50,Lady GaGa,The Cure,572.901,46,67,-,-,44,24
Aug-17,1,Luis Fonsi & Daddy Yankee,Despacito,2818.794,1,1,1,1,1,1
Aug-17,2,"DJ Khaled, Rihanna & Bryson Tiller",Wild Thoughts,2232.6,2,2,7,4,2,3
Aug-17,3,French Montana & Swae Lee,Unforgettable,1976.391,3,2,6,14,3,7
Aug-17,4,"Calvin Harris, Pharrell Williams, Katy Perry & Big Sean",Feels,1581.206,21,1,9,2,5,3
Aug-17,5,Ed Sheeran,Shape Of You,1525.72,5,23,-,3,3,21
Aug-17,6,Charlie Puth,Attention,1492.35,5,30,-,3,9,10
Aug-17,7,"DJ Khaled, Justin Bieber, Quavo, Chance The Rapper & Lil' Wayne",I'm The One,1480.967,3,23,-,46,3,8
Aug-17,8,Shawn Mendes,There's Nothing Holdin' Me Back,1457.611,6,22,-,17,6,9
Aug-17,9,J Balvin & Willy William,Mi gente,1400.106,23,8,3,11,17,31
Aug-17,10,Imagine Dragons,Believer,1387.559,4,56,-,8,7,45
Aug-17,11,Bruno Mars,That's What I Like,1348.759,3,73,-,145,14,-
Aug-17,12,The Chainsmokers & Coldplay,Something Just Like This,1226.757,15,36,-,10,8,25
Aug-17,13,Imagine Dragons,Thunder,1154.9,53,54,3,37,27,2
Aug-17,14,Post Malone & Quavo,Congratulations,1139.999,11,28,-,187,16,30
Aug-17,15,David Guetta & Justin Bieber,2U,1133.052,29,11,10,5,15,12
Aug-17,16,Kendrick Lamar,Humble,1112.071,6,65,-,145,17,19
Aug-17,17,Liam Payne & Quavo,Strip That Down,1094.574,15,17,-,193,11,2
Aug-17,18,Niall Horan,Slow Hands,1068.439,15,28,-,-,9,6
Aug-17,19,Lil Uzi Vert,XO TOUR Llif3,1037.653,16,27,-,-,15,40
Aug-17,20,Sam Hunt,Body Like A Back Road,1036.162,9,-,-,-,17,9
Aug-17,21,Childish Gambino,Redbone,977.434,12,95,-,144,30,27
Aug-17,22,Zedd & Alessia Cara,Stay,960.084,12,-,-,38,23,36
Aug-17,23,Demi Lovato,Sorry Not Sorry,952.873,23,14,-,160,19,21
Aug-17,24,Future,Mask Off,945.653,18,61,-,64,25,48
Aug-17,25,Kygo & Selena Gomez,It Ain't Me,905.003,21,63,-,29,13,43
Aug-17,26,Ed Sheeran,Castle On The Hill,889.446,22,49,-,81,24,-
Aug-17,27,Ke$ha,Praying,859.674,24,26,-,-,11,6
Aug-17,28,21 Savage,Bank Account,854.972,12,63,-,-,16,-
Aug-17,29,Miley Cyrus,Malibu,838.743,31,21,-,105,20,20
Aug-17,30,Julia Michaels,Issues,809.802,20,-,-,7,36,-
Aug-17,31,Halsey,Now Or Never,809.412,17,-,-,-,37,38
Aug-17,32,Selena Gomez & Gucci Mane,Fetish,775.359,27,57,-,97,10,23
Aug-17,33,Cardi B,Bodak Yellow (Money Moves),748.589,8,79,-,-,42,-
Aug-17,34,James Arthur,Say You Won't Let Go,745.151,20,-,-,-,32,-
Aug-17,35,Jonas Blue & William Singe,Mama,723.493,-,5,6,16,45,7
Aug-17,36,Khalid,Location,714.049,24,-,-,-,50,39
Aug-17,37,Selena Gomez,Bad Liar,705.147,27,34,-,188,20,18
Aug-17,38,Bruno Mars,Versace On The Floor,687.49,43,59,-,100,67,-
Aug-17,39,"Portugal, The Man",Feel It Still,685.335,30,42,-,50,51,-
Aug-17,40,Playboi Carti,Magnolia,650.699,29,-,-,-,52,-
Aug-17,41,Cheat Codes & Demi Lovato,No Promises,634.806,42,58,-,-,72,29
Aug-17,42,Migos & Gucci Mane,Slippery,633.462,31,-,-,-,46,-
Aug-17,43,Yo Gotti & Nicki Minaj,Rake It Up,621.265,22,-,-,-,-,-
Aug-17,44,Hailee Steinfeld,Most Girls,612.645,58,34,-,-,52,18
Aug-17,45,"Jason Derulo, Nicki Minaj & Ty Dolla Sign",Swalla,608.282,65,39,-,22,31,39
Aug-17,46,YFN Lucci & PnB Rock,Everyday We Lit,603.56,33,-,-,-,-,-
Aug-17,47,Macklemore & Skylar Grey,Glorious,599.393,71,36,-,90,27,2
Aug-17,48,Kendrick Lamar & Rihanna,Loyalty.,599.011,31,87,-,-,42,-
Aug-17,49,Maluma,Felices los 4,592.35,48,-,-,71,87,-
Aug-17,50,A Boogie Wit da Hoodie & Kodak Black,Drowning,585.843,38,-,-,-,67,-
Sep-17,1,Luis Fonsi & Daddy Yankee,Despacito,2254.871,1,7,2,1,1,3
Sep-17,2,French Montana & Swae Lee,Unforgettable,1751.557,3,16,7,9,3,7
Sep-17,3,Taylor Swift,Look What You Made Me Do,1727.042,1,1,3,4,1,1
